TOWNCODE,COUNTYNAME,TOWNNAME,year,month,T2M,T2M_MIN,T2M_MAX,ALLSKY_SFC_SW_DWN,RH2M,TS,WS10M,PS
65000290,新北市,烏來區,2022,1,15.28,10.19,21.58,2.232,88.05,15.75,5.82,99.36
65000290,新北市,烏來區,2022,2,14.66,8.64,24.27,2.4658,88.92,15.16,6.39,99.42
65000290,新北市,烏來區,2022,3,19.02,11.5,26.98,3.7378,85.85,19.19,4.4,98.87
65000290,新北市,烏來區,2022,4,20.81,13.13,30.55,4.1446,83.47,21.38,4.55,98.87
65000290,新北市,烏來區,2022,5,22.49,15.91,29.21,3.2614,88.13,23.01,4.52,98.52
65000290,新北市,烏來區,2022,6,26.45,22.18,30.23,4.9603,84.35,26.16,3.36,98.2
65000290,新北市,烏來區,2022,7,28.18,24.98,33.37,6.089,82.27,28.1,3.11,98.12
65000290,新北市,烏來區,2022,8,28.34,25.11,34.55,5.5567,80.32,28.66,2.81,98.24
65000290,新北市,烏來區,2022,9,25.89,20.74,32.26,4.5415,81.26,26.21,5.7,98.24
65000290,新北市,烏來區,2022,10,23.07,18.79,32.83,3.4013,83.25,23.56,7.68,98.96
65000290,新北市,烏來區,2022,11,21.77,16.6,28.03,3.0031,89.74,21.81,5.31,99.01
65000290,新北市,烏來區,2022,12,15.3,6.35,22.32,2.4638,85.51,16.01,7.03,99.46
65000290,新北市,烏來區,2023,1,14.67,5.17,24.22,2.7418,86.04,15.0,5.6,99.5
65000290,新北市,烏來區,2023,2,15.28,9.99,24.16,3.2436,85.99,15.36,5.69,99.44
65000290,新北市,烏來區,2023,3,17.7,9.55,28.95,4.1762,81.59,18.01,4.78,99.15
65000290,新北市,烏來區,2023,4,21.42,13.69,29.8,3.8952,79.58,21.94,4.06,98.68
65000290,新北市,烏來區,2023,5,24.69,17.34,31.94,4.3459,77.87,25.26,4.34,98.45
65000290,新北市,烏來區,2023,6,27.45,23.3,33.73,4.8852,80.8,27.57,3.09,98.19
65000290,新北市,烏來區,2023,7,28.99,24.81,35.41,5.5459,75.9,29.3,4.14,98.13
65000290,新北市,烏來區,2023,8,28.15,24.38,33.43,5.0206,81.74,28.14,4.49,97.85
65000290,新北市,烏來區,2023,9,26.7,22.28,30.76,4.8336,85.92,26.83,4.66,98.32
65000290,新北市,烏來區,2023,10,23.81,19.29,29.44,3.1567,85.39,24.1,5.79,98.88
65000290,新北市,烏來區,2023,11,20.96,12.57,29.89,3.3811,79.0,21.58,5.43,99.3
65000290,新北市,烏來區,2023,12,17.29,6.76,27.52,2.4547,84.48,18.12,5.49,99.55
65000290,新北市,烏來區,2024,1,14.99,6.02,24.41,2.7276,82.99,15.73,5.09,99.59
65000290,新北市,烏來區,2024,2,15.98,9.57,25.89,3.4037,83.27,16.42,4.54,99.47
65000290,新北市,烏來區,2024,3,18.4,9.34,30.08,3.521,77.49,19.14,4.65,99.14
65000290,新北市,烏來區,2024,4,24.13,17.76,31.03,3.8083,81.42,24.58,3.89,98.54
65000290,新北市,烏來區,2024,5,24.02,18.05,30.89,4.0735,82.94,24.48,3.92,98.56
65000290,新北市,烏來區,2024,6,26.95,20.73,32.16,4.6608,84.24,26.91,3.6,98.3
65000290,新北市,烏來區,2024,7,28.72,25.53,32.84,5.5217,82.54,28.77,3.35,98.08
65000290,新北市,烏來區,2024,8,28.07,24.74,32.51,5.2519,81.12,28.15,2.65,98.11
65000290,新北市,烏來區,2024,9,27.43,23.74,32.25,4.6651,85.53,27.61,4.29,98.11
65000290,新北市,烏來區,2024,10,24.51,20.54,30.1,3.3696,89.59,24.74,7.23,98.6
65000290,新北市,烏來區,2024,11,20.75,12.32,28.73,2.6273,86.77,21.1,6.54,99.13
65000290,新北市,烏來區,2024,12,15.74,9.45,24.3,2.3563,84.19,16.46,5.99,99.49
65000290,新北市,烏來區,2025,1,13.83,6.77,21.76,2.6069,80.91,14.27,5.42,99.5
65000290,新北市,烏來區,2025,2,14.51,7.61,22.53,2.6059,84.72,14.86,5.43,99.53
65000290,新北市,烏來區,2025,3,17.25,9.93,29.38,3.6614,81.54,17.52,4.67,99.13
65000290,新北市,烏來區,2025,4,21.49,11.76,30.81,3.9233,80.37,21.84,4.13,98.69
65000290,新北市,烏來區,2025,5,24.6,18.68,30.33,4.2223,83.83,24.79,3.84,98.48
65000290,新北市,烏來區,2025,6,27.19,22.42,31.71,5.2577,84.59,27.12,3.16,98.2
65000290,新北市,烏來區,2025,7,27.51,24.3,32.21,4.3601,87.04,27.38,5.07,97.61
65000290,新北市,烏來區,2025,8,27.6,24.05,33.03,5.5152,84.24,27.49,3.61,98.29
65000290,新北市,烏來區,2025,9,27.47,23.98,32.01,4.9265,84.05,27.51,3.76,98.45
65000290,新北市,烏來區,2025,10,25.52,20.42,32.22,4.0906,84.1,25.91,5.69,98.83
65000290,新北市,烏來區,2025,11,20.43,13.03,27.21,2.8219,86.24,20.75,6.58,99.15
65000290,新北市,烏來區,2025,12,17.48,10.63,23.63,,87.96,17.75,5.63,99.28
66000010,臺中市,中區,2013,1,16.28,8.55,24.15,2.6729,76.61,16.0,3.28,98.55
66000010,臺中市,中區,2013,2,19.34,13.29,27.77,2.8058,74.98,19.52,2.78,98.43
66000010,臺中市,中區,2013,3,20.61,10.58,30.28,3.7757,70.65,21.27,2.94,98.21
66000010,臺中市,中區,2013,4,21.83,14.91,29.4,3.2076,79.1,22.23,2.77,97.91
66000010,臺中市,中區,2013,5,24.64,18.81,30.97,4.3507,83.72,24.68,3.08,97.69
66000010,臺中市,中區,2013,6,26.46,22.36,31.68,5.4062,82.07,26.45,2.94,97.49
66000010,臺中市,中區,2013,7,26.93,22.25,32.19,6.0134,81.18,27.07,2.92,97.65
66000010,臺中市,中區,2013,8,27.0,22.99,33.11,5.0609,83.76,27.09,3.05,97.41
66000010,臺中市,中區,2013,9,26.34,19.57,32.88,5.016,79.52,26.02,2.57,97.6
66000010,臺中市,中區,2013,10,23.89,15.3,32.57,4.4806,71.35,23.99,4.09,97.92
66000010,臺中市,中區,2013,11,21.69,11.35,32.89,3.0144,70.81,21.85,3.05,98.35
66000010,臺中市,中區,2013,12,17.11,8.86,27.96,2.2123,73.23,17.17,3.54,98.39
66000010,臺中市,中區,2014,1,16.01,6.67,26.7,3.3907,67.21,15.84,3.19,98.62
66000010,臺中市,中區,2014,2,16.98,6.92,27.16,2.9165,72.68,17.57,3.31,98.32
66000010,臺中市,中區,2014,3,19.61,12.15,30.56,3.3605,73.29,20.44,2.87,98.34
66000010,臺中市,中區,2014,4,23.41,16.91,31.55,4.2127,71.69,24.75,2.72,98.04
66000010,臺中市,中區,2014,5,24.74,19.57,31.4,3.4536,81.53,24.9,3.2,97.79
66000010,臺中市,中區,2014,6,26.25,22.5,32.4,5.1187,85.35,26.17,3.58,97.3
66000010,臺中市,中區,2014,7,28.07,24.26,34.1,6.2482,79.85,28.3,3.37,97.35
66000010,臺中市,中區,2014,8,26.89,22.39,31.64,5.7679,85.35,26.97,2.91,97.55
66000010,臺中市,中區,2014,9,27.28,22.32,35.13,5.4257,81.46,27.35,2.38,97.64
66000010,臺中市,中區,2014,10,24.43,17.12,32.03,4.6536,70.55,24.61,3.32,98.08
66000010,臺中市,中區,2014,11,22.63,17.02,30.46,3.1327,71.07,22.89,2.9,98.29
66000010,臺中市,中區,2014,12,17.53,10.43,28.0,2.443,69.9,17.72,3.48,98.63
66000010,臺中市,中區,2015,1,16.44,8.86,25.83,3.1968,69.12,16.37,2.97,98.62
66000010,臺中市,中區,2015,2,17.63,9.25,29.26,3.2642,70.92,18.11,2.67,98.5
66000010,臺中市,中區,2015,3,20.37,14.35,31.46,3.319,74.23,21.2,2.75,98.42
66000010,臺中市,中區,2015,4,23.34,12.9,33.32,4.7993,69.51,24.15,3.29,98.1
66000010,臺中市,中區,2015,5,25.34,21.03,32.43,4.1734,80.32,25.81,3.43,97.72
66000010,臺中市,中區,2015,6,26.63,22.24,31.83,6.2064,83.94,26.61,3.5,97.64
66000010,臺中市,中區,2015,7,27.26,22.49,33.15,5.7528,81.44,27.61,3.79,97.3
66000010,臺中市,中區,2015,8,26.84,22.63,33.8,4.6366,82.44,26.89,4.62,97.3
66000010,臺中市,中區,2015,9,25.63,21.21,31.16,4.973,83.92,25.6,3.09,97.72
66000010,臺中市,中區,2015,10,24.67,18.56,31.28,4.1556,80.22,24.48,2.54,98.07
66000010,臺中市,中區,2015,11,23.35,12.4,31.09,3.4325,77.07,23.32,2.57,98.4
66000010,臺中市,中區,2015,12,19.36,10.48,28.09,2.3995,77.01,19.2,3.0,98.57
66000010,臺中市,中區,2016,1,16.18,3.81,26.96,2.1216,84.24,16.05,3.22,98.6
66000010,臺中市,中區,2016,2,15.57,5.79,24.91,2.6966,80.87,15.4,3.57,98.7
66000010,臺中市,中區,2016,3,17.78,9.56,26.75,2.929,80.6,17.75,2.72,98.39
66000010,臺中市,中區,2016,4,23.11,18.47,29.0,3.7512,81.49,22.94,2.86,97.95
66000010,臺中市,中區,2016,5,25.38,19.6,31.36,5.0172,82.59,25.39,2.78,97.79
66000010,臺中市,中區,2016,6,26.84,23.23,32.55,5.7667,84.51,26.8,3.5,97.65
66000010,臺中市,中區,2016,7,27.51,23.32,34.64,6.4733,82.08,27.48,3.44,97.51
66000010,臺中市,中區,2016,8,27.2,23.22,33.93,5.6016,83.95,27.42,2.43,97.2
66000010,臺中市,中區,2016,9,26.34,22.36,31.45,4.1707,84.95,26.26,3.96,97.4
66000010,臺中市,中區,2016,10,25.76,20.85,32.0,4.0764,83.99,25.41,2.61,97.85
66000010,臺中市,中區,2016,11,22.45,15.12,30.47,3.0595,78.33,22.17,2.85,98.32
66000010,臺中市,中區,2016,12,19.88,12.43,28.63,2.8546,74.99,19.59,3.02,98.47
66000010,臺中市,中區,2017,1,18.52,11.41,27.02,2.8488,75.54,18.51,2.64,98.55
66000010,臺中市,中區,2017,2,17.5,9.68,29.63,3.2654,71.03,17.93,3.16,98.57
66000010,臺中市,中區,2017,3,19.6,12.31,28.65,3.4058,73.9,20.45,3.03,98.27
66000010,臺中市,中區,2017,4,22.87,12.02,31.57,4.5295,70.72,23.6,3.19,98.0
66000010,臺中市,中區,2017,5,25.21,19.82,31.77,4.9318,78.88,25.58,2.29,97.78
66000010,臺中市,中區,2017,6,26.2,22.46,31.77,5.0275,86.83,26.06,3.73,97.59
66000010,臺中市,中區,2017,7,27.54,24.08,32.98,6.2873,82.73,27.53,2.6,97.61
66000010,臺中市,中區,2017,8,27.33,23.43,33.46,6.1442,84.66,27.34,2.87,97.52
66000010,臺中市,中區,2017,9,27.34,23.02,32.64,5.4878,80.94,27.37,2.2,97.73
66000010,臺中市,中區,2017,10,25.63,15.37,34.85,4.0423,73.86,25.57,3.98,97.89
66000010,臺中市,中區,2017,11,23.16,16.81,31.46,2.5807,76.93,23.15,3.21,98.24
66000010,臺中市,中區,2017,12,18.6,10.54,26.96,2.6604,72.13,18.6,3.61,98.51
66000010,臺中市,中區,2018,1,17.22,6.44,26.54,2.6299,78.25,17.21,2.95,98.37
66000010,臺中市,中區,2018,2,16.77,7.32,28.31,2.7852,76.36,16.93,3.18,98.47
66000010,臺中市,中區,2018,3,20.36,11.74,29.7,4.5346,70.19,20.9,2.83,98.26
66000010,臺中市,中區,2018,4,23.7,15.24,32.0,4.8662,69.73,24.82,2.76,98.09
66000010,臺中市,中區,2018,5,27.14,21.4,34.46,6.2225,70.6,28.19,2.81,97.83
66000010,臺中市,中區,2018,6,27.27,23.42,34.59,5.3525,78.68,27.87,3.31,97.37
66000010,臺中市,中區,2018,7,27.05,22.64,34.48,5.8903,84.68,27.13,3.06,97.28
66000010,臺中市,中區,2018,8,26.55,22.92,31.34,5.117,87.7,26.72,3.37,97.12
66000010,臺中市,中區,2018,9,26.2,21.58,32.85,5.1151,83.02,26.08,3.41,97.62
66000010,臺中市,中區,2018,10,23.41,14.24,30.33,4.3596,77.09,23.42,3.17,98.11
66000010,臺中市,中區,2018,11,22.8,17.02,30.09,3.0223,77.65,22.87,2.63,98.35
66000010,臺中市,中區,2018,12,20.89,13.03,29.62,2.6885,70.44,20.93,3.42,98.51
66000010,臺中市,中區,2019,1,18.9,12.42,28.3,2.8678,72.72,18.93,2.95,98.67
66000010,臺中市,中區,2019,2,20.27,15.13,29.58,2.7358,74.32,21.12,2.9,98.51
66000010,臺中市,中區,2019,3,20.55,15.33,29.07,3.3192,78.67,21.01,2.83,98.22
66000010,臺中市,中區,2019,4,23.83,18.5,31.46,4.4837,76.52,24.24,2.74,97.94
66000010,臺中市,中區,2019,5,24.27,20.19,29.67,3.865,84.53,24.43,2.61,97.71
66000010,臺中市,中區,2019,6,26.21,22.4,30.76,4.8552,84.94,26.08,3.53,97.46
66000010,臺中市,中區,2019,7,27.03,23.68,34.86,5.8546,87.76,27.0,3.81,97.38
66000010,臺中市,中區,2019,8,27.19,22.9,33.16,5.0642,88.52,27.12,3.66,97.13
66000010,臺中市,中區,2019,9,26.03,19.78,33.2,5.2421,82.02,25.81,3.1,97.61
66000010,臺中市,中區,2019,10,24.68,19.0,31.29,4.7244,75.36,24.59,2.74,98.11
66000010,臺中市,中區,2019,11,22.76,15.11,31.44,3.7462,67.96,22.89,3.58,98.22
66000010,臺中市,中區,2019,12,19.07,10.26,27.79,2.8579,72.99,18.98,3.44,98.54
66000010,臺中市,中區,2020,1,17.62,7.04,27.62,3.065,75.18,17.64,2.87,98.53
66000010,臺中市,中區,2020,2,18.72,10.28,29.27,3.714,71.98,18.98,2.86,98.7
66000010,臺中市,中區,2020,3,21.39,13.88,31.06,3.7063,73.58,22.12,2.9,98.21
66000010,臺中市,中區,2020,4,21.7,11.2,31.31,4.2763,71.33,22.39,3.01,98.25
66000010,臺中市,中區,2020,5,26.31,21.58,34.02,4.9349,77.11,26.98,3.06,97.65
66000010,臺中市,中區,2020,6,26.72,22.67,31.83,6.2186,82.81,26.67,3.6,97.66
66000010,臺中市,中區,2020,7,27.92,23.9,33.8,6.1858,79.26,28.17,3.07,97.63
66000010,臺中市,中區,2020,8,27.29,23.54,32.51,5.6894,83.92,27.43,2.81,97.53
66000010,臺中市,中區,2020,9,26.38,20.62,31.78,4.8427,80.93,26.44,2.7,97.7
66000010,臺中市,中區,2020,10,25.92,17.59,33.36,4.1215,69.25,26.19,3.67,97.96
66000010,臺中市,中區,2020,11,24.33,17.83,31.78,3.3041,66.24,24.49,3.41,98.32
66000010,臺中市,中區,2020,12,19.59,8.61,29.09,2.2846,71.72,19.7,4.44,98.41
66000010,臺中市,中區,2021,1,15.83,7.37,27.99,3.245,69.87,15.86,3.53,98.53
66000010,臺中市,中區,2021,2,18.75,10.28,27.41,4.1119,66.27,18.85,2.91,98.32
66000010,臺中市,中區,2021,3,21.35,13.79,31.33,3.9569,69.05,22.18,2.84,98.24
66000010,臺中市,中區,2021,4,24.31,18.36,33.37,4.3541,64.77,25.69,3.18,98.01
66000010,臺中市,中區,2021,5,28.1,19.7,36.23,5.743,65.13,29.16,3.25,97.77
66000010,臺中市,中區,2021,6,26.52,22.38,32.57,5.0849,85.59,26.75,3.61,97.51
66000010,臺中市,中區,2021,7,27.23,23.67,32.82,6.3725,85.98,27.36,3.3,97.33
66000010,臺中市,中區,2021,8,26.5,23.21,31.88,5.4674,87.47,26.5,3.35,97.55
66000010,臺中市,中區,2021,9,27.22,23.04,32.53,5.8308,82.68,27.22,2.17,97.74
66000010,臺中市,中區,2021,10,25.7,19.95,34.46,4.1899,74.42,25.66,3.26,98.01
66000010,臺中市,中區,2021,11,21.99,15.13,30.92,3.1349,74.43,22.18,3.08,98.25
66000010,臺中市,中區,2021,12,19.03,11.7,27.96,2.8238,70.79,19.06,3.49,98.6
66000010,臺中市,中區,2022,1,17.99,10.19,26.43,2.5798,76.76,18.1,3.28,98.41
66000010,臺中市,中區,2022,2,17.18,11.62,26.58,2.4905,76.72,17.27,3.78,98.44
66000010,臺中市,中區,2022,3,21.64,10.34,30.28,3.9499,73.77,21.86,2.72,98.08
66000010,臺中市,中區,2022,4,23.55,14.67,33.42,4.8686,71.15,24.33,3.19,98.05
66000010,臺中市,中區,2022,5,24.53,18.75,31.6,3.7853,80.31,24.89,3.03,97.74
66000010,臺中市,中區,2022,6,26.11,22.48,31.66,5.1442,83.82,26.0,3.21,97.6
66000010,臺中市,中區,2022,7,28.24,24.08,35.39,6.6641,79.6,28.7,2.82,97.53
66000010,臺中市,中區,2022,8,28.39,24.12,35.22,6.2138,77.29,29.08,2.36,97.63
66000010,臺中市,中區,2022,9,27.63,20.75,36.2,5.2068,70.71,28.23,3.8,97.47
66000010,臺中市,中區,2022,10,26.38,18.67,36.39,3.8306,65.98,27.02,4.57,97.99
66000010,臺中市,中區,2022,11,24.72,19.83,32.82,3.2866,72.57,24.88,2.73,98.16
66000010,臺中市,中區,2022,12,18.61,6.62,27.99,2.5908,68.24,18.69,4.49,98.4
66000010,臺中市,中區,2023,1,17.57,8.01,27.21,2.803,71.36,17.82,3.59,98.54
66000010,臺中市,中區,2023,2,19.13,10.29,28.63,3.0919,66.65,19.68,3.6,98.47
66000010,臺中市,中區,2023,3,20.86,11.36,32.05,4.2442,63.45,21.84,3.35,98.32
66000010,臺中市,中區,2023,4,23.77,15.49,33.08,4.2108,71.2,24.61,2.84,97.91
66000010,臺中市,中區,2023,5,26.29,19.38,36.1,5.0333,70.8,27.03,3.27,97.72
66000010,臺中市,中區,2023,6,28.04,24.01,34.85,5.7638,75.6,28.71,2.79,97.56
66000010,臺中市,中區,2023,7,29.21,24.77,35.86,6.0725,71.72,30.03,3.22,97.51
66000010,臺中市,中區,2023,8,27.64,23.9,34.69,5.4718,83.01,27.89,3.5,97.25
66000010,臺中市,中區,2023,9,27.57,23.44,33.81,5.0916,81.37,27.66,2.33,97.59
66000010,臺中市,中區,2023,10,25.95,20.93,34.37,3.8443,75.1,26.2,3.43,98.04
66000010,臺中市,中區,2023,11,23.27,13.57,32.41,3.7625,67.89,23.65,2.93,98.43
66000010,臺中市,中區,2023,12,20.54,11.07,30.31,2.3777,70.0,20.86,3.45,98.59
66000010,臺中市,中區,2024,1,17.7,9.07,28.32,2.9167,70.48,18.02,3.27,98.66
66000010,臺中市,中區,2024,2,19.17,10.68,31.5,3.2261,70.55,19.8,3.27,98.6
66000010,臺中市,中區,2024,3,21.09,12.01,33.07,3.7776,67.42,22.12,3.5,98.32
66000010,臺中市,中區,2024,4,25.67,20.46,33.81,4.0054,71.29,26.37,3.13,97.84
66000010,臺中市,中區,2024,5,25.92,20.46,32.98,4.5718,73.57,26.5,2.62,97.82
66000010,臺中市,中區,2024,6,27.25,22.61,34.35,5.171,81.79,27.55,3.54,97.68
66000010,臺中市,中區,2024,7,29.2,24.5,35.99,6.3029,76.1,29.94,4.0,97.48
66000010,臺中市,中區,2024,8,27.65,23.88,33.82,5.8001,80.32,28.08,2.71,97.51
66000010,臺中市,中區,2024,9,28.26,23.73,36.41,5.1799,78.16,28.57,2.39,97.41
66000010,臺中市,中區,2024,10,26.35,21.79,32.97,3.5345,79.41,26.22,3.96,97.73
66000010,臺中市,中區,2024,11,23.15,12.76,32.07,2.9952,76.27,23.02,3.57,98.22
66000010,臺中市,中區,2024,12,18.44,11.05,28.04,2.7492,73.91,18.5,3.47,98.5
66000010,臺中市,中區,2025,1,15.8,6.62,25.01,3.2717,72.67,15.78,3.4,98.54
66000010,臺中市,中區,2025,2,16.89,10.72,25.8,3.1178,74.35,17.07,3.2,98.58
66000010,臺中市,中區,2025,3,20.05,12.46,30.64,3.8911,71.69,20.23,3.21,98.28
66000010,臺中市,中區,2025,4,22.86,14.83,30.74,4.5252,73.05,23.06,2.87,97.95
66000010,臺中市,中區,2025,5,25.69,20.0,31.5,4.9687,77.63,25.82,2.57,97.78
66000010,臺中市,中區,2025,6,27.01,23.1,32.41,5.7648,83.88,27.06,2.93,97.6
66000010,臺中市,中區,2025,7,27.19,23.22,33.81,4.728,86.68,27.09,3.63,97.0
66000010,臺中市,中區,2025,8,27.05,23.19,32.31,5.8622,84.01,26.87,2.78,97.68
66000010,臺中市,中區,2025,9,27.21,23.74,33.02,5.3666,82.0,27.1,2.27,97.81
66000010,臺中市,中區,2025,10,26.38,21.21,34.05,4.3368,78.09,26.3,3.28,98.05
66000010,臺中市,中區,2025,11,22.77,14.81,32.98,3.2383,75.64,22.69,3.55,98.21
66000010,臺中市,中區,2025,12,19.43,13.62,28.28,,77.29,19.23,3.17,98.36
66000020,臺中市,東區,2013,1,16.28,8.55,24.15,2.6729,76.61,16.0,3.28,98.55
66000020,臺中市,東區,2013,2,19.34,13.29,27.77,2.8058,74.98,19.52,2.78,98.43
66000020,臺中市,東區,2013,3,20.61,10.58,30.28,3.7757,70.65,21.27,2.94,98.21
66000020,臺中市,東區,2013,4,21.83,14.91,29.4,3.2076,79.1,22.23,2.77,97.91
66000020,臺中市,東區,2013,5,24.64,18.81,30.97,4.3507,83.72,24.68,3.08,97.69
66000020,臺中市,東區,2013,6,26.46,22.36,31.68,5.4062,82.07,26.45,2.94,97.49
66000020,臺中市,東區,2013,7,26.93,22.25,32.19,6.0134,81.18,27.07,2.92,97.65
66000020,臺中市,東區,2013,8,27.0,22.99,33.11,5.0609,83.76,27.09,3.05,97.41
66000020,臺中市,東區,2013,9,26.34,19.57,32.88,5.016,79.52,26.02,2.57,97.6
66000020,臺中市,東區,2013,10,23.89,15.3,32.57,4.4806,71.35,23.99,4.09,97.92
66000020,臺中市,東區,2013,11,21.69,11.35,32.89,3.0144,70.81,21.85,3.05,98.35
66000020,臺中市,東區,2013,12,17.11,8.86,27.96,2.2123,73.23,17.17,3.54,98.39
66000020,臺中市,東區,2014,1,16.01,6.67,26.7,3.3907,67.21,15.84,3.19,98.62
66000020,臺中市,東區,2014,2,16.98,6.92,27.16,2.9165,72.68,17.57,3.31,98.32
66000020,臺中市,東區,2014,3,19.61,12.15,30.56,3.3605,73.29,20.44,2.87,98.34
66000020,臺中市,東區,2014,4,23.41,16.91,31.55,4.2127,71.69,24.75,2.72,98.04
66000020,臺中市,東區,2014,5,24.74,19.57,31.4,3.4536,81.53,24.9,3.2,97.79
66000020,臺中市,東區,2014,6,26.25,22.5,32.4,5.1187,85.35,26.17,3.58,97.3
66000020,臺中市,東區,2014,7,28.07,24.26,34.1,6.2482,79.85,28.3,3.37,97.35
66000020,臺中市,東區,2014,8,26.89,22.39,31.64,5.7679,85.35,26.97,2.91,97.55
66000020,臺中市,東區,2014,9,27.28,22.32,35.13,5.4257,81.46,27.35,2.38,97.64
66000020,臺中市,東區,2014,10,24.43,17.12,32.03,4.6536,70.55,24.61,3.32,98.08
66000020,臺中市,東區,2014,11,22.63,17.02,30.46,3.1327,71.07,22.89,2.9,98.29
66000020,臺中市,東區,2014,12,17.53,10.43,28.0,2.443,69.9,17.72,3.48,98.63
66000020,臺中市,東區,2015,1,16.44,8.86,25.83,3.1968,69.12,16.37,2.97,98.62
66000020,臺中市,東區,2015,2,17.63,9.25,29.26,3.2642,70.92,18.11,2.67,98.5
66000020,臺中市,東區,2015,3,20.37,14.35,31.46,3.319,74.23,21.2,2.75,98.42
66000020,臺中市,東區,2015,4,23.34,12.9,33.32,4.7993,69.51,24.15,3.29,98.1
66000020,臺中市,東區,2015,5,25.34,21.03,32.43,4.1734,80.32,25.81,3.43,97.72
66000020,臺中市,東區,2015,6,26.63,22.24,31.83,6.2064,83.94,26.61,3.5,97.64
66000020,臺中市,東區,2015,7,27.26,22.49,33.15,5.7528,81.44,27.61,3.79,97.3
66000020,臺中市,東區,2015,8,26.84,22.63,33.8,4.6366,82.44,26.89,4.62,97.3
66000020,臺中市,東區,2015,9,25.63,21.21,31.16,4.973,83.92,25.6,3.09,97.72
66000020,臺中市,東區,2015,10,24.67,18.56,31.28,4.1556,80.22,24.48,2.54,98.07
66000020,臺中市,東區,2015,11,23.35,12.4,31.09,3.4325,77.07,23.32,2.57,98.4
66000020,臺中市,東區,2015,12,19.36,10.48,28.09,2.3995,77.01,19.2,3.0,98.57
66000020,臺中市,東區,2016,1,16.18,3.81,26.96,2.1216,84.24,16.05,3.22,98.6
66000020,臺中市,東區,2016,2,15.57,5.79,24.91,2.6966,80.87,15.4,3.57,98.7
66000020,臺中市,東區,2016,3,17.78,9.56,26.75,2.929,80.6,17.75,2.72,98.39
66000020,臺中市,東區,2016,4,23.11,18.47,29.0,3.7512,81.49,22.94,2.86,97.95
66000020,臺中市,東區,2016,5,25.38,19.6,31.36,5.0172,82.59,25.39,2.78,97.79
66000020,臺中市,東區,2016,6,26.84,23.23,32.55,5.7667,84.51,26.8,3.5,97.65
66000020,臺中市,東區,2016,7,27.51,23.32,34.64,6.4733,82.08,27.48,3.44,97.51
66000020,臺中市,東區,2016,8,27.2,23.22,33.93,5.6016,83.95,27.42,2.43,97.2
66000020,臺中市,東區,2016,9,26.34,22.36,31.45,4.1707,84.95,26.26,3.96,97.4
66000020,臺中市,東區,2016,10,25.76,20.85,32.0,4.0764,83.99,25.41,2.61,97.85
66000020,臺中市,東區,2016,11,22.45,15.12,30.47,3.0595,78.33,22.17,2.85,98.32
66000020,臺中市,東區,2016,12,19.88,12.43,28.63,2.8546,74.99,19.59,3.02,98.47
66000020,臺中市,東區,2017,1,18.52,11.41,27.02,2.8488,75.54,18.51,2.64,98.55
66000020,臺中市,東區,2017,2,17.5,9.68,29.63,3.2654,71.03,17.93,3.16,98.57
66000020,臺中市,東區,2017,3,19.6,12.31,28.65,3.4058,73.9,20.45,3.03,98.27
66000020,臺中市,東區,2017,4,22.87,12.02,31.57,4.5295,70.72,23.6,3.19,98.0
66000020,臺中市,東區,2017,5,25.21,19.82,31.77,4.9318,78.88,25.58,2.29,97.78
66000020,臺中市,東區,2017,6,26.2,22.46,31.77,5.0275,86.83,26.06,3.73,97.59
66000020,臺中市,東區,2017,7,27.54,24.08,32.98,6.2873,82.73,27.53,2.6,97.61
66000020,臺中市,東區,2017,8,27.33,23.43,33.46,6.1442,84.66,27.34,2.87,97.52
66000020,臺中市,東區,2017,9,27.34,23.02,32.64,5.4878,80.94,27.37,2.2,97.73
66000020,臺中市,東區,2017,10,25.63,15.37,34.85,4.0423,73.86,25.57,3.98,97.89
66000020,臺中市,東區,2017,11,23.16,16.81,31.46,2.5807,76.93,23.15,3.21,98.24
66000020,臺中市,東區,2017,12,18.6,10.54,26.96,2.6604,72.13,18.6,3.61,98.51
66000020,臺中市,東區,2018,1,17.22,6.44,26.54,2.6299,78.25,17.21,2.95,98.37
66000020,臺中市,東區,2018,2,16.77,7.32,28.31,2.7852,76.36,16.93,3.18,98.47
66000020,臺中市,東區,2018,3,20.36,11.74,29.7,4.5346,70.19,20.9,2.83,98.26
66000020,臺中市,東區,2018,4,23.7,15.24,32.0,4.8662,69.73,24.82,2.76,98.09
66000020,臺中市,東區,2018,5,27.14,21.4,34.46,6.2225,70.6,28.19,2.81,97.83
66000020,臺中市,東區,2018,6,27.27,23.42,34.59,5.3525,78.68,27.87,3.31,97.37
66000020,臺中市,東區,2018,7,27.05,22.64,34.48,5.8903,84.68,27.13,3.06,97.28
66000020,臺中市,東區,2018,8,26.55,22.92,31.34,5.117,87.7,26.72,3.37,97.12
66000020,臺中市,東區,2018,9,26.2,21.58,32.85,5.1151,83.02,26.08,3.41,97.62
66000020,臺中市,東區,2018,10,23.41,14.24,30.33,4.3596,77.09,23.42,3.17,98.11
66000020,臺中市,東區,2018,11,22.8,17.02,30.09,3.0223,77.65,22.87,2.63,98.35
66000020,臺中市,東區,2018,12,20.89,13.03,29.62,2.6885,70.44,20.93,3.42,98.51
66000020,臺中市,東區,2019,1,18.9,12.42,28.3,2.8678,72.72,18.93,2.95,98.67
66000020,臺中市,東區,2019,2,20.27,15.13,29.58,2.7358,74.32,21.12,2.9,98.51
